age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income,
20-25,Private,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,48,United-States,>50K,20-25
20-25,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,15,Germany,<=50K,20-25
40-45,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,40-45
30-35,Private,12,Divorced,Sales,Unmarried,Black,Female,45,United-States,<=50K,30-35
55-60,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,42,United-States,<=50K,55-60
20-25,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,20-25
55-60,Federal-gov,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,55-60
40-45,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,>50K,40-45
45-50,Private,10,Divorced,Other-service,Not-in-family,White,Male,45,United-States,<=50K,45-50
20-25,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,20-25
45-50,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Ecuador,<=50K,45-50
35-40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,35-40
30-35,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,30-35
25-30,Local-gov,13,Never-married,Protective-serv,Not-in-family,White,Male,56,United-States,<=50K,25-30
20-25,Private,10,Never-married,Sales,Own-child,White,Male,45,United-States,<=50K,20-25
25-30,Private,13,Never-married,Tech-support,Unmarried,Black,Female,40,United-States,<=50K,25-30
65-70,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,16,United-States,<=50K,65-70
35-40,Self-emp-inc,13,Divorced,Sales,Not-in-family,White,Female,60,United-States,<=50K,35-40
35-40,?,14,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,40,?,<=50K,35-40
20-25,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,20-25
35-40,Private,9,Divorced,Sales,Not-in-family,White,Male,80,United-States,<=50K,35-40
45-50,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,45-50
20-25,Private,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,25,United-States,<=50K,20-25
30-35,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,30-35
50-55,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,50-55
20-25,Private,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Laos,<=50K,20-25
40-45,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,40-45
25-30,Private,12,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,<=50K,25-30
45-50,Private,12,Never-married,Prof-specialty,Not-in-family,White,Female,33,United-States,<=50K,45-50
30-35,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,30-35
40-45,Self-emp-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,54,United-States,>50K,40-45
25-30,Private,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,25-30
30-35,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35,Taiwan,>50K,30-35
-20,?,10,Never-married,?,Own-child,Black,Female,25,United-States,<=50K,70-75
35-40,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,Black,Female,40,United-States,>50K,35-40
20-25,Private,10,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K,20-25
20-25,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,20-25
75+,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,75+
20-25,Private,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,40,Mexico,<=50K,20-25
25-30,Private,10,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,25-30
65-70,Private,9,Widowed,Other-service,Not-in-family,White,Female,24,United-States,<=50K,65-70
35-40,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,35-40
40-45,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,40-45
30-35,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K,30-35
25-30,Private,7,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,25-30
75+,Self-emp-not-inc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,<=50K,75+
65-70,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K,65-70
20-25,?,11,Never-married,?,Own-child,Black,Female,15,United-States,<=50K,20-25
40-45,Private,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K,40-45
55-60,Self-emp-not-inc,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,55-60
65-70,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,55,United-States,<=50K,65-70
40-45,Private,10,Never-married,Craft-repair,Not-in-family,Black,Male,45,United-States,<=50K,40-45
25-30,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,25-30
45-50,Private,11,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,45-50
50-55,Local-gov,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,50-55
50-55,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,50-55
-20,Private,3,Never-married,Other-service,Other-relative,White,Male,48,Mexico,<=50K,70-75
25-30,Private,9,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,<=50K,25-30
45-50,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,<=50K,45-50
-20,Private,9,Never-married,Sales,Unmarried,Black,Male,30,Haiti,<=50K,70-75
40-45,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K,40-45
25-30,Private,12,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,25-30
35-40,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,35-40
35-40,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,35-40
30-35,Private,9,Never-married,Farming-fishing,Not-in-family,White,Male,20,United-States,<=50K,30-35
20-25,State-gov,10,Never-married,Protective-serv,Own-child,Black,Female,40,United-States,<=50K,20-25
40-45,Self-emp-not-inc,13,Never-married,Sales,Not-in-family,White,Male,42,United-States,<=50K,40-45
65-70,?,7,Married-civ-spouse,?,Husband,White,Male,8,United-States,<=50K,65-70
25-30,?,11,Divorced,?,Unmarried,White,Female,40,United-States,<=50K,25-30
55-60,Private,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,25,Iran,<=50K,55-60
30-35,Private,13,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,<=50K,30-35
30-35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,30-35
25-30,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,25-30
30-35,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,30-35
45-50,Local-gov,7,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,<=50K,45-50
55-60,?,13,Married-civ-spouse,?,Husband,White,Male,40,United-States,>50K,55-60
35-40,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,35-40
65-70,Private,7,Widowed,Other-service,Unmarried,Other,Male,40,United-States,<=50K,65-70
35-40,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,35-40
40-45,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K,40-45
25-30,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal,<=50K,25-30
35-40,Private,6,Married-civ-spouse,Other-service,Wife,White,Female,24,United-States,<=50K,35-40
65-70,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,65-70
40-45,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,40-45
40-45,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,>50K,40-45
20-25,Private,9,Married-spouse-absent,Sales,Not-in-family,White,Male,55,United-States,<=50K,20-25
25-30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,25-30
55-60,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,55-60
20-25,Private,12,Never-married,Sales,Not-in-family,White,Female,15,United-States,<=50K,20-25
55-60,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,45,United-States,>50K,55-60
35-40,Private,9,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,35-40
25-30,Federal-gov,10,Never-married,Adm-clerical,Unmarried,White,Female,15,United-States,<=50K,25-30
-20,Private,7,Never-married,Other-service,Own-child,White,Male,10,United-States,<=50K,70-75
35-40,State-gov,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,>50K,35-40
40-45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,40-45
40-45,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K,40-45
20-25,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,<=50K,20-25
30-35,Private,9,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,<=50K,30-35
20-25,Private,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,20-25
45-50,Self-emp-not-inc,14,Divorced,Exec-managerial,Not-in-family,White,Male,30,United-States,<=50K,45-50
35-40,Private,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,35-40
50-55,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,50-55
45-50,Private,3,Divorced,Craft-repair,Not-in-family,White,Female,45,United-States,<=50K,45-50
20-25,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,20-25
45-50,Private,10,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,45-50
35-40,Local-gov,10,Married-civ-spouse,Transport-moving,Wife,White,Female,40,United-States,<=50K,35-40
20-25,Private,9,Never-married,Other-service,Not-in-family,White,Female,25,United-States,<=50K,20-25
25-30,Private,9,Separated,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,25-30
40-45,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,6,United-States,>50K,40-45
-20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,<=50K,70-75
-20,Private,9,Never-married,Other-service,Other-relative,White,Female,40,United-States,<=50K,70-75
30-35,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K,30-35
25-30,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,25-30
45-50,Self-emp-not-inc,12,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,45-50
30-35,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,?,>50K,30-35
30-35,Private,9,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K,30-35
40-45,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,40-45
40-45,Private,10,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K,40-45
20-25,?,9,Never-married,?,Other-relative,White,Female,35,United-States,<=50K,20-25
20-25,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,20-25
50-55,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,50-55
20-25,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,20-25
25-30,Private,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,25-30
45-50,State-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,45-50
30-35,Private,11,Divorced,Tech-support,Not-in-family,White,Female,64,United-States,<=50K,30-35
25-30,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,Puerto-Rico,<=50K,25-30
40-45,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,>50K,40-45
25-30,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,25-30
45-50,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,<=50K,45-50
25-30,?,10,Married-civ-spouse,?,Wife,White,Female,40,United-States,>50K,25-30
30-35,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,30-35
40-45,Local-gov,10,Divorced,Other-service,Not-in-family,Black,Female,24,United-States,<=50K,40-45
20-25,Private,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,United-States,<=50K,20-25
30-35,Private,10,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,30-35
45-50,Private,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,45-50
30-35,State-gov,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,30-35
30-35,Private,8,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,>50K,30-35
50-55,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K,50-55
25-30,Private,7,Never-married,Other-service,Own-child,White,Female,19,United-States,<=50K,25-30
30-35,Local-gov,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,<=50K,30-35
30-35,State-gov,9,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,<=50K,30-35
20-25,Private,10,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,<=50K,20-25
-20,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,18,United-States,<=50K,70-75
30-35,State-gov,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,30-35
25-30,Private,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,25-30
30-35,Private,6,Never-married,Craft-repair,Unmarried,White,Female,35,United-States,<=50K,30-35
20-25,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,20-25
35-40,Federal-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,35-40
20-25,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,72,Dominican-Republic,<=50K,20-25
65-70,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,65-70
45-50,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,45-50
75+,?,9,Widowed,?,Not-in-family,White,Male,24,United-States,<=50K,75+
-20,?,7,Never-married,?,Own-child,White,Male,40,United-States,<=50K,70-75
35-40,Self-emp-not-inc,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,35-40
25-30,Private,12,Married-civ-spouse,Other-service,Wife,White,Female,25,United-States,>50K,25-30
25-30,Private,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,Philippines,<=50K,25-30
30-35,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,30-35
30-35,Local-gov,9,Never-married,Farming-fishing,Not-in-family,Black,Male,60,United-States,<=50K,30-35
30-35,Local-gov,10,Never-married,Protective-serv,Not-in-family,White,Female,40,United-States,<=50K,30-35
20-25,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,20-25
40-45,Local-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,40-45
25-30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,25-30
40-45,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,28,United-States,<=50K,40-45
20-25,Federal-gov,9,Never-married,Armed-Forces,Own-child,White,Male,40,United-States,<=50K,20-25
40-45,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,40-45
25-30,Private,5,Never-married,Craft-repair,Other-relative,White,Male,40,Mexico,<=50K,25-30
20-25,Private,10,Never-married,Sales,Not-in-family,White,Male,35,United-States,<=50K,20-25
40-45,Private,9,Widowed,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K,40-45
50-55,Private,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K,50-55
20-25,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,20-25
-20,?,7,Never-married,?,Own-child,White,Female,5,United-States,<=50K,70-75
-20,Private,9,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,<=50K,70-75
40-45,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,>50K,40-45
55-60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,55-60
40-45,Private,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,?,>50K,40-45
40-45,Self-emp-not-inc,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,>50K,40-45
35-40,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,United-States,>50K,35-40
25-30,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,25-30
35-40,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,United-States,<=50K,35-40
20-25,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,20-25
30-35,?,10,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K,30-35
40-45,Private,12,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K,40-45
50-55,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,50-55
30-35,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,<=50K,30-35
